ID,Fan_area,Fan_perimeter,Fan_length,Fan_width,Form_facto_fan,Altura_max,Altura_min,Fan_relief,Fan_slope,Pendiente_media_abanico,Fan_profile_curvature,Fan_planform_curvature,Fan_ruggednes,Fan_ volume,Tipo_Abanico,Tipo_asentamiento,Poblado,Cordillera,Main_stream_order,Number_streams,Stream_length,Main_stream_ length,Stream_length_ratio,Bifurcation_ratio,Ro_Coefficient,Length_catchmen,Catchment_area,Catchment_perimeter,Form_factor,Elongation_ratio,Circularity_ratio,Compactness_coefficien,Texture_ratio,Fitness_ratio,Wandering_ratio,Stream_frequency,Drainage_density,Constant_channel_Maintenance,Drainage_intensity,Infiltration_numbe,Torrentiality_coefficient,Length_overland_flow,Catchment_relief,Slope_ catchment_channel,Mean_basin_slope,Relief_ratio,Ruggedness_number,Melton_index,Unidad_geologica,Litologia,Subzona_hidrografica,Catchment
158,0.185,2.500,0.839,0.355,0.262,0.106,0.055,0.051,6.1,8.716,0.232,-0.311,1.097,0.0448,Aluvial,Sin asentamientos,No,Central,4,219,35.273,5.197,1.997,1.812,1.102,3.943,7.247,11.583,0.466,0.770,0.679,1.222,9.842,0.449,1.318,30.219,4.867,0.205,6.209,147.086,15.731,0.103,0.414,7.966,16.207,0.105,2.570,0.154,Batolito de Segovia,Ignea Plutonica,Bajo Nechi,No torrential
159,0.154,1.993,0.808,0.189,0.236,0.094,0.081,0.013,1.6,3.895,0.034,-0.037,0.523,0.0110,Aluvial,Sin asentamientos,No,Central,5,575,88.405,6.023,2.189,2.155,1.016,5.017,18.035,18.789,0.717,0.955,0.642,1.257,15.967,0.321,1.201,31.882,4.902,0.204,6.504,156.283,16.634,0.102,0.208,3.453,12.592,0.041,1.353,0.049,Batolito de Segovia,Ignea Plutonica,Bajo Nechi,No torrential
160,0.218,2.553,0.740,0.527,0.398,1.126,1.103,0.023,3.1,4.871,0.100,-0.158,0.630,0.0178,Aluvial,Sin asentamientos,No,Central,6,2543,1874.295,20.248,4.018,1.818,2.210,16.132,91.297,52.903,0.351,0.668,0.410,1.573,24.384,0.383,1.255,27.854,20.530,0.049,1.357,571.836,14.130,0.024,0.738,3.645,16.663,0.046,1.001,0.077,Batolito Antioque�o,Ignea Plutonica,Rio San Bartolo,No torrential
161,0.327,3.924,0.978,0.589,0.342,0.933,0.906,0.027,2.8,4.981,0.121,-0.157,0.646,0.0276,Aluvial,Sin asentamientos,No,Central,6,1892,354.824,17.185,3.558,2.848,1.249,13.204,69.564,39.03,0.399,0.713,0.574,1.329,24.750,0.440,1.301,27.198,5.101,0.196,5.332,138.728,13.886,0.098,0.49,2.851,16.543,0.037,2.613,0.059,Batolito Antioque�o,Ignea Plutonica,Rio San Bartolo,No torrential
162,0.322,2.994,0.935,0.412,0.368,1.258,1.225,0.033,3.5,5.010,0.076,-0.143,0.648,0.0323,Aluvial,Sin asentamientos,No,Central,6,1188,199.687,11.963,2.210,2.184,1.012,9.833,41.502,29.119,0.429,0.739,0.615,1.284,21.429,0.411,1.217,28.625,4.812,0.208,5.949,137.730,15.035,0.104,0.349,2.917,14.939,0.035,2.076,0.054,Batolito Antioque�o,Ignea Plutonica,Rio San Bartolo,No torrential
163,0.514,4.495,1.613,0.474,0.198,1.02,0.997,0.023,1.4,4.344,0.085,-0.119,0.571,0.0388,Aluvial,Sin asentamientos,No,Central,6,1828,310.84,15.311,3.355,3.531,0.950,10.6,64.245,38.363,0.572,0.853,0.549,1.360,24.346,0.399,1.444,28.454,4.838,0.207,5.881,137.668,14.538,0.103,0.671,4.382,15.951,0.063,3.946,0.084,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
164,0.083,1.222,0.369,0.417,0.610,0.755,0.718,0.037,10.0,8.226,0.182,-0.239,1.019,0.0143,Aluvial,Sin asentamientos,No,Central,4,111,17.439,4.876,1.964,1.736,1.131,3.981,4.212,10.318,0.266,0.582,0.497,1.428,5.524,0.473,1.225,26.353,4.140,0.242,6.365,109.111,13.533,0.121,0.347,7.116,17.417,0.087,2.209,0.169,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
165,0.149,2.152,0.618,0.412,0.391,0.698,0.66,0.038,6.1,6.341,0.127,-0.210,0.796,0.0246,Aluvial,Sin asentamientos,No,Central,5,192,34.709,4.321,5.100,8.889,0.574,3.501,6.972,11.022,0.569,0.851,0.721,1.186,8.891,0.392,1.234,27.539,4.978,0.201,5.532,137.097,14.056,0.100,0.238,5.508,14.026,0.068,1.317,0.090,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
166,0.360,3.141,1.116,0.416,0.289,1.034,1.009,0.025,2.2,5.027,0.125,-0.166,0.643,0.0292,Aluvial,Sin asentamientos,No,Central,5,208,36.854,4.45,1.919,2.017,0.951,3.664,8.121,12.25,0.605,0.878,0.680,1.221,8.653,0.363,1.215,25.613,4.538,0.220,5.644,116.233,13.053,0.110,0.464,10.427,17.035,0.127,2.619,0.163,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,Torrential
167,0.164,2.421,0.832,0.438,0.237,1.338,1.312,0.026,3.1,4.554,0.175,-0.223,0.598,0.0227,Aluvial,Sin asentamientos,No,Central,5,501,81.916,7.321,2.104,1.993,1.056,5.431,16.921,16.949,0.574,0.855,0.740,1.171,14.986,0.432,1.348,29.608,4.841,0.207,6.116,143.336,15.011,0.103,0.632,8.633,15.848,0.116,3.865,0.154,Batolito Antioque�o,Ignea Plutonica,Rio San Bartolo,No torrential
168,0.086,1.439,0.553,0.322,0.281,0.769,0.747,0.022,4.0,5.131,0.185,-0.269,0.662,0.0127,Aluvial,Sin asentamientos,No,Central,5,151,26.74,4.366,1.777,1.816,0.979,3.212,5.929,11.178,0.575,0.855,0.596,1.304,6.889,0.391,1.359,25.468,4.510,0.222,5.647,114.862,12.987,0.111,0.239,5.474,15.875,0.074,1.350,0.098,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
169,0.190,2.373,0.652,0.481,0.446,0.639,0.619,0.02,3.1,4.567,0.088,-0.137,0.596,0.0137,Aluvial,Sin asentamientos,No,Central,5,246,55.419,7.91,1.853,3.188,0.581,5.339,12.09,16.607,0.424,0.735,0.551,1.357,9.454,0.476,1.482,20.347,4.584,0.218,4.439,93.270,12.986,0.109,0.257,3.249,16.373,0.048,1.141,0.074,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
170,0.106,1.407,0.462,0.300,0.495,0.584,0.561,0.023,5.0,5.977,0.074,-0.151,0.759,0.0111,Aluvial,Sin asentamientos,No,Central,4,26,4.902,1.241,4.788,3.690,1.297,1.176,1.098,4.269,0.794,1.005,0.757,1.157,3.279,0.291,1.055,23.679,4.464,0.224,5.304,105.716,12.750,0.112,0.127,10.234,18.044,0.108,0.674,0.121,Batolito de Segovia,Ignea Plutonica,Rio San Bartolo,Torrential
171,0.169,2.031,0.638,0.484,0.416,0.3,0.269,0.031,4.9,8.046,0.163,-0.222,0.978,0.0207,Aluvial,Sin asentamientos,No,Central,6,812,144.203,12.258,1.913,2.145,0.892,9.262,32.301,25.292,0.377,0.692,0.635,1.264,16.329,0.485,1.323,25.139,4.464,0.224,5.631,112.227,12.786,0.112,0.613,5.001,20.191,0.066,3.452,0.108,Grupo Cajamarca,Metamorfica Foliada,Rio San Bartolo,No torrential
172,0.516,3.293,1.137,0.573,0.400,0.147,0.125,0.022,1.9,3.113,0.001,-0.267,0.435,0.0262,Aluvial,Sin asentamientos,No,Central,5,748,115.164,11.622,1.888,1.960,0.964,8.774,22.878,23.671,0.297,0.615,0.513,1.406,16.180,0.491,1.325,32.695,5.034,0.199,6.495,164.582,16.741,0.099,0.501,4.311,12.618,0.057,3.254,0.105,Formacion Magdalena,Ignea Volcanica ,Rio San Bartolo,No torrential
173,0.036,0.964,0.374,0.175,0.254,0.202,0.172,0.03,8.0,7.685,0.347,-0.482,0.942,0.0118,Aluvial,Sin asentamientos,No,Central,5,538,90.929,8.167,1.814,1.812,1.001,6.782,18.113,20.722,0.394,0.708,0.530,1.383,13.319,0.394,1.204,29.702,5.020,0.199,5.917,149.109,15.238,0.100,0.381,4.665,16.323,0.056,2.254,0.090,Gneis de San Lucas,Metamorfica Foliada,Rio San Bartolo,No torrential
174,0.146,2.127,0.595,0.447,0.410,0.146,0.105,0.041,6.9,5.866,0.093,-0.139,0.739,0.0256,Aluvial,Sin asentamientos,No,Central,3,41,6.684,2.079,1.846,1.863,0.991,1.843,1.735,5.208,0.511,0.806,0.804,1.123,4.224,0.399,1.128,23.631,3.852,0.260,6.134,91.038,12.680,0.130,0.313,15.055,18.478,0.170,1.920,0.238,Grupo Cajamarca,Metamorfica Foliada,Alto Nechi,Torrential
175,0.055,1.257,0.330,0.280,0.506,0.15,0.102,0.048,14.5,12.813,0.520,-0.664,1.581,0.0166,Aluvial,Sin asentamientos,No,Central,5,2655,462.361,25.064,2.027,2.078,0.975,17.057,75.644,53.305,0.260,0.575,0.335,1.741,30.391,0.470,1.469,35.099,6.112,0.164,5.742,214.534,21.416,0.082,0.751,2.996,18.731,0.044,4.312,0.086,Grupo Cajamarca,Metamorfica Foliada,Alto Nechi,No torrential
176,0.379,3.851,1.518,0.551,0.165,0.665,0.632,0.033,2.2,5.101,0.128,-0.152,0.653,0.0525,Aluvial,Sin asentamientos,No,Central,5,553,90.756,8.398,1.773,1.769,1.002,6.535,17.947,19.197,0.420,0.731,0.612,1.287,14.742,0.437,1.285,30.813,5.057,0.198,6.093,155.818,15.769,0.099,0.407,4.846,14.523,0.062,2.480,0.096,Grupo Cajamarca,Metamorfica Foliada,Alto Nechi,No torrential
177,0.069,1.234,0.405,0.273,0.421,0.884,0.857,0.027,6.7,6.216,0.191,-0.233,0.768,0.0114,Aluvial,Sin asentamientos,No,Central,4,452,78.926,9.182,2.473,2.286,1.082,8.032,16.675,20.79,0.258,0.574,0.485,1.446,10.967,0.442,1.143,27.106,4.733,0.211,5.727,128.300,13.673,0.106,0.613,6.676,17.395,0.076,3.511,0.150,Grupo Cajamarca,Metamorfica Foliada,Alto Nechi,No torrential
178,0.068,1.365,0.544,0.173,0.232,0.665,0.633,0.032,5.9,8.633,0.328,-0.487,1.041,0.0182,AluvioTorrencial,Sin asentamientos,No,Central,4,182,30.381,6.55,2.116,1.968,1.075,5.032,7.126,12.694,0.281,0.599,0.556,1.351,7.326,0.516,1.302,25.540,4.263,0.235,5.991,108.888,13.051,0.117,1.007,15.374,18.069,0.200,6.033,0.377,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,Torrential
179,0.058,1.332,0.362,0.384,0.445,0.356,0.33,0.026,7.2,6.626,0.234,-0.337,0.831,0.0098,Aluvial,Casas rurales dispersas,Si,Central,5,364,60.931,7.719,1.713,1.810,0.946,6.152,13.38,17.139,0.354,0.671,0.572,1.331,10.794,0.450,1.255,27.205,4.554,0.220,5.974,123.887,13.827,0.110,0.514,6.659,18.115,0.084,3.071,0.141,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
180,0.200,2.309,0.756,0.521,0.349,0.564,0.538,0.026,3.4,5.197,0.095,0.125,0.655,0.0206,Aluvial,Sin asentamientos,No,Central,5,699,119.459,9.148,1.846,1.783,1.036,7.616,25.892,22.968,0.446,0.754,0.617,1.282,15.500,0.398,1.201,26.997,4.614,0.217,5.851,124.556,13.749,0.108,0.604,6.603,19.224,0.079,3.534,0.119,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
181,0.207,1.887,0.482,0.648,0.890,0.55,0.502,0.048,10.0,6.384,0.059,-0.112,0.791,0.0242,Aluvial,Sin asentamientos,No,Central,5,922,155.841,12.816,2.119,2.003,1.058,9.84,33.208,27.541,0.343,0.661,0.550,1.358,17.065,0.465,1.302,27.764,4.693,0.213,5.916,130.295,14.153,0.107,0.983,7.670,17.906,0.100,5.816,0.171,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
182,0.124,2.031,0.813,0.304,0.188,0.666,0.622,0.044,5.4,6.844,0.131,-0.168,0.842,0.0375,Aluvial,Sin asentamientos,No,Central,3,32,4.71,1.353,2.337,1.792,1.304,1.421,1.003,4.199,0.497,0.795,0.715,1.191,4.287,0.322,0.952,31.904,4.696,0.213,6.794,149.820,17.946,0.106,0.262,19.364,18.305,0.184,1.780,0.262,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
183,0.465,3.891,1.136,0.917,0.360,1.531,1.5,0.031,2.7,4.173,0.054,-0.079,0.542,0.0369,Aluvial,Sin asentamientos,No,Central,5,124,19.87,3.384,2.452,2.196,1.117,2.776,4.577,10.078,0.594,0.870,0.566,1.338,6.152,0.336,1.219,27.092,4.341,0.230,6.241,117.614,13.546,0.115,0.329,9.722,15.396,0.119,2.053,0.154,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
184,0.094,1.961,0.555,0.349,0.306,1.523,1.507,0.016,2.9,4.902,0.089,-0.141,0.632,0.0093,Aluvial,Sin asentamientos,No,Central,3,28,3.664,2.002,1.582,1.738,0.910,1.773,1.051,4.956,0.334,0.652,0.538,1.373,3.027,0.404,1.129,26.641,3.486,0.287,7.642,92.877,14.272,0.143,0.289,14.436,17.305,0.163,2.209,0.282,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,Torrential
185,0.507,3.494,0.752,1.067,0.897,1.523,1.495,0.028,3.7,3.587,0.064,-0.084,0.486,0.0220,Aluvial,Sin asentamientos,No,Central,6,1256,208.807,11.156,1.854,1.861,0.996,8.299,44.565,30.868,0.647,0.908,0.588,1.314,20.701,0.361,1.344,28.184,4.685,0.213,6.015,132.053,14.339,0.107,0.574,5.145,17.992,0.069,3.453,0.086,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
186,0.142,1.642,0.475,0.481,0.631,1.517,1.494,0.023,4.8,4.905,0.096,0.126,0.625,0.0114,Aluvial,Sin asentamientos,No,Central,3,45,6.61,2.084,2.282,1.567,1.457,1.822,1.514,4.988,0.456,0.762,0.765,1.152,4.611,0.418,1.144,29.723,4.366,0.229,6.808,129.766,15.192,0.115,0.197,9.453,17.591,0.108,1.341,0.160,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,No torrential
187,0.523,4.517,1.190,1.032,0.369,1.586,1.554,0.032,2.7,4.644,0.054,-0.073,0.601,0.0399,Aluvial,Centro poblado ,Si,Central,4,69,11.472,2.839,10.074,6.374,1.581,2.691,2.665,6.703,0.368,0.685,0.745,1.167,5.222,0.424,1.055,25.891,4.305,0.232,6.015,111.454,13.133,0.116,0.404,14.230,20.411,0.150,2.430,0.247,Grupo Cajamarca,Metamorfica Foliada,Rio Porce,Torrential
188,0.140,2.267,0.920,0.181,0.165,0.994,0.092,0.902,9.8,7.143,0.214,-0.267,0.879,0.8688,AluvioTorrencial,Sin asentamientos,No,Central,4,95,18.051,2.977,4.636,2.625,1.766,2.882,3.778,8.003,0.455,0.761,0.741,1.170,6.123,0.372,1.033,25.146,4.778,0.209,5.263,120.144,12.970,0.105,0.794,26.671,23.284,0.276,4.179,0.408,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
189,0.699,5.099,1.760,0.375,0.226,1.157,0.938,0.219,12.4,9.154,0.040,-0.074,1.084,0.4036,Vertiente,Sin asentamientos,No,Central,4,129,27.848,3.157,1.967,1.902,1.034,2.936,5.151,8.829,0.598,0.872,0.830,1.105,7.475,0.358,1.075,25.044,5.406,0.185,4.632,135.394,12.813,0.092,0.919,29.110,19.774,0.313,4.257,0.405,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
190,0.517,4.084,1.459,0.495,0.243,1.263,0.932,0.331,22.7,13.811,0.015,-0.062,1.613,0.5058,Vertiente,Sin asentamientos,No,Central,3,13,2.135,0.965,2.530,1.875,1.349,1.135,0.695,3.235,0.540,0.829,0.835,1.102,2.164,0.298,0.850,18.705,3.072,0.326,6.089,57.461,10.072,0.163,0.658,59.000,28.919,0.580,4.007,0.789,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
191,0.853,5.202,1.972,0.742,0.219,1.189,0.935,0.254,12.9,9.314,-0.014,-0.001,1.095,0.5245,Vertiente,Sin asentamientos,No,Central,4,59,11.414,2.605,6.794,2.503,2.714,2.212,2.298,6.323,0.470,0.773,0.722,1.185,4.745,0.412,1.178,25.674,4.967,0.201,5.169,127.523,13.055,0.101,0.825,31.670,24.380,0.373,4.264,0.544,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
192,0.256,2.737,0.725,0.843,0.487,0.99,0.956,0.034,4.7,5.541,0.102,-0.133,0.705,0.0258,Aluvial,Sin asentamientos,No,Central,6,1493,254.126,11.096,2.369,2.310,1.025,8.933,54.155,38.972,0.679,0.930,0.448,1.505,19.604,0.285,1.242,27.569,4.693,0.213,5.875,129.369,14.108,0.107,0.982,8.850,18.931,0.110,5.769,0.133,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
193,0.285,3.082,0.890,0.751,0.360,1.058,1.033,0.025,2.8,5.036,0.113,-0.142,0.647,0.0233,Aluvial,Centro poblado ,Si,Central,5,409,72.072,6.326,1.969,1.804,1.092,6.005,16.579,17.019,0.460,0.765,0.719,1.187,12.280,0.372,1.053,24.670,4.347,0.230,5.675,107.244,12.606,0.115,0.828,13.089,20.867,0.138,4.699,0.203,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
194,0.606,4.380,1.129,1.373,0.476,1.181,1.076,0.105,9.3,6.415,0.024,-0.053,0.791,0.1241,Aluvial,Sin asentamientos,No,Central,5,544,98.509,11.685,2.513,2.271,1.107,6.329,21.83,25.618,0.545,0.833,0.418,1.558,10.774,0.456,1.846,24.920,4.513,0.222,5.522,112.452,12.643,0.111,1.045,8.943,18.681,0.165,5.771,0.224,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
195,0.471,3.414,0.921,0.873,0.556,1.153,1.08,0.073,7.9,5.533,0.059,-0.106,0.697,0.0704,Aluvial,Centro poblado ,Si,Central,5,344,56.017,7.899,1.871,1.942,0.964,6.642,12.622,18.06,0.286,0.604,0.486,1.444,9.579,0.437,1.189,27.254,4.438,0.225,6.141,120.954,13.706,0.113,0.995,12.597,20.009,0.150,6.110,0.280,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
196,0.365,3.453,1.617,0.479,0.139,1.257,1.083,0.174,10.8,9.308,0.023,-0.063,1.088,0.2946,AluvioTorrencial,Centro poblado ,Si,Central,3,25,6.689,2.2,2.262,5.700,0.397,1.92,1.671,5.309,0.453,0.760,0.745,1.167,2.637,0.414,1.146,14.961,4.003,0.250,3.737,59.889,8.378,0.125,0.816,37.091,26.887,0.425,3.050,0.631,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
197,0.977,5.505,1.894,0.994,0.272,1.34,1.081,0.259,13.7,9.830,0.169,-0.055,1.161,0.5137,AluvioTorrencial,Centro poblado ,Si,Central,5,275,49.057,8.525,46.608,10.579,4.406,5.053,11.25,17.946,0.441,0.749,0.439,1.520,7.745,0.475,1.687,24.444,4.361,0.229,5.606,106.593,12.356,0.115,1.29,15.132,20.259,0.255,7.231,0.385,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
198,0.602,4.659,1.767,0.453,0.193,1.264,1.094,0.17,9.6,10.908,0.049,-0.087,1.318,0.3145,Aluvial,Casas rurales dispersas,Si,Central,5,889,165.675,10.205,2.032,1.931,1.053,7.592,34.587,24.051,0.600,0.874,0.751,1.162,18.710,0.424,1.344,25.703,4.790,0.209,5.366,123.121,13.011,0.104,1.475,14.454,20.181,0.194,7.915,0.251,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
199,0.486,3.694,1.425,0.423,0.240,1.259,1.085,0.174,12.2,8.766,0.029,-0.049,1.046,0.2596,AluvioTorrencial,Casas rurales dispersas,Si,Central,4,76,12.978,3.674,1.664,2.171,0.767,3.956,2.926,7.781,0.187,0.488,0.607,1.292,5.012,0.472,0.929,25.974,4.435,0.225,5.856,115.205,13.329,0.113,1.061,28.879,24.442,0.268,6.213,0.620,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
200,0.128,1.917,0.538,0.428,0.442,1.82,1.786,0.034,6.3,7.136,0.106,-0.147,0.885,0.0192,Aluvial,Sin asentamientos,No,Central,5,853,145.964,12.555,2.091,1.943,1.076,10.083,31.331,28.028,0.308,0.626,0.501,1.423,15.413,0.448,1.245,27.225,4.659,0.215,5.844,126.837,13.788,0.107,0.528,4.205,16.262,0.052,3.086,0.094,Batolito Antioque�o,Ignea Plutonica,Rio Porce,No torrential
201,0.079,1.728,0.396,0.411,0.506,2.177,2.135,0.042,10.6,8.822,0.159,-0.293,1.078,0.0174,AluvioTorrencial,Sin asentamientos,No,Central,2,59,8.832,2.273,1.566,1.536,1.020,2.008,1.953,6.277,0.484,0.785,0.623,1.276,4.779,0.362,1.132,30.210,4.522,0.221,6.680,136.618,15.361,0.111,0.472,20.766,19.670,0.235,3.153,0.338,Batolito Antioque�o,Ignea Plutonica,Rio Porce,Torrential
202,0.114,1.621,0.546,0.385,0.381,2.371,2.343,0.028,5.1,6.485,0.104,-0.194,0.823,0.0160,Aluvial,Casas rurales dispersas,Si,Central,5,1700,257.684,19.694,1.826,2.020,0.904,8.262,51.316,41.181,0.752,0.978,0.380,1.633,20.932,0.478,2.384,33.128,5.022,0.199,6.597,166.353,16.798,0.100,0.302,1.533,12.452,0.037,1.992,0.042,Batolito Antioque�o,Ignea Plutonica,Rio Porce,No torrential
203,0.386,3.669,0.898,0.814,0.478,2.543,2.488,0.055,6.1,8.643,0.052,-0.116,1.066,0.0517,Aluvial,Centro poblado ,Si,Central,5,432,69.386,7.161,1.983,1.932,1.026,4.918,13.36,16.376,0.552,0.839,0.626,1.273,13.373,0.437,1.456,32.335,5.194,0.193,6.226,167.936,16.392,0.096,0.607,8.476,15.946,0.123,3.779,0.166,Anfibolitas de Medellin,Metamorfica Foliada,Rio Porce,No torrential
204,0.072,1.401,0.437,0.306,0.378,2.475,2.447,0.028,6.4,7.209,0.129,-0.135,0.901,0.0128,Aluvial,Casas rurales dispersas,Si,Central,4,115,23.633,3.236,2.204,1.917,1.150,2.757,4.29,8.314,0.564,0.848,0.780,1.140,7.217,0.389,1.174,26.807,5.509,0.182,4.866,147.673,13.986,0.091,0.493,15.235,15.116,0.179,2.399,0.238,Anfibolitas de Medellin,Metamorfica Foliada,Rio Porce,Torrential
205,0.029,0.837,0.243,0.176,0.489,2.472,2.447,0.025,10.3,10.246,0.184,-0.436,1.272,0.0064,Aluvial,Sin asentamientos,No,Central,5,489,83.062,6.639,2.131,2.453,0.869,4.449,16.227,17.957,0.820,1.022,0.632,1.266,13.866,0.370,1.492,30.135,5.119,0.195,5.887,154.253,15.345,0.098,0.584,8.797,18.142,0.131,3.438,0.145,Anfibolitas de Medellin,Metamorfica Foliada,Rio Porce,Torrential
206,0.208,3.307,1.110,0.418,0.169,2.164,2.123,0.041,3.7,8.648,0.032,-0.143,1.068,0.0476,Aluvial,Centro poblado ,Si,Central,5,126,20.507,3.05,2.618,2.176,1.203,2.236,4.019,8.261,0.804,1.012,0.740,1.171,7.868,0.369,1.364,31.351,5.103,0.196,6.144,159.969,16.173,0.098,0.44,14.426,15.392,0.197,2.703,0.219,Gneis de La Ceja,Metamorfica Foliada,Rio Nare,Torrential
207,0.109,1.876,0.477,0.537,0.480,2.192,2.166,0.026,5.5,6.405,0.124,-0.211,0.814,0.0130,Aluvial,Centro poblado ,Si,Central,4,172,29.966,4.439,2.169,1.735,1.250,3.638,5.276,9.898,0.399,0.712,0.677,1.224,8.790,0.448,1.220,32.600,5.680,0.176,5.740,185.160,16.490,0.088,0.365,8.223,11.762,0.100,2.095,0.159,Gneis de La Ceja,Metamorfica Foliada,Rio Nare,No torrential
208,0.126,1.714,0.475,0.470,0.560,2.179,2.15,0.029,6.1,6.464,0.071,-0.114,0.811,0.0144,Aluvial,Centro poblado ,Si,Central,4,214,33.299,5.944,1.831,1.699,1.078,4.011,6.438,11.845,0.400,0.714,0.577,1.326,9.202,0.502,1.482,33.240,5.172,0.193,6.427,171.927,16.931,0.097,0.406,6.830,12.247,0.101,2.609,0.160,Gneis de La Ceja,Metamorfica Foliada,Rio Nare,No torrential
209,0.593,3.936,1.555,0.708,0.245,2.189,2.132,0.057,3.7,5.898,0.006,-0.035,0.746,0.0928,Aluvial,Centro poblado ,Si,Central,3,24,4.696,1.961,2.548,2.146,1.187,1.767,1.006,4.565,0.322,0.640,0.607,1.293,2.848,0.430,1.110,23.857,4.668,0.214,5.111,111.364,12.922,0.107,0.284,14.482,15.373,0.161,1.451,0.283,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
210,0.218,1.927,0.604,0.501,0.597,2.183,2.145,0.038,6.3,6.556,-0.033,-0.041,0.830,0.0240,Aluvial,Casas rurales dispersas,Si,Central,2,9,1.147,0.455,1.420,1.250,1.136,0.379,0.118,1.601,0.821,1.023,0.579,1.324,5.621,0.284,1.201,76.271,9.720,0.103,7.847,741.382,76.271,0.051,0.078,17.143,11.728,0.206,0.612,0.227,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
211,0.658,5.072,1.720,0.648,0.222,2.164,2.111,0.053,3.1,6.282,0.053,-0.097,0.793,0.0955,Aluvial,Casas rurales dispersas,Si,Central,5,263,44.737,4.714,3.010,2.722,1.106,3.892,8.111,11.522,0.535,0.826,0.768,1.149,11.717,0.409,1.211,32.425,5.516,0.181,5.879,178.844,16.644,0.091,0.522,11.073,13.787,0.134,3.069,0.183,Gneis de La Ceja,Metamorfica Foliada,Rio Nare,Torrential
212,0.090,1.719,0.715,0.178,0.175,2.13,2.109,0.021,2.9,6.920,-0.001,-0.051,0.871,0.0157,Aluvial,Casas rurales dispersas,Si,Central,5,629,98.143,8.251,1.966,1.834,1.072,6.884,16.515,19.062,0.348,0.666,0.571,1.333,17.102,0.433,1.199,38.087,5.943,0.168,6.409,226.336,19.740,0.084,0.353,4.278,8.354,0.051,2.262,0.087,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,No torrential
213,0.389,3.750,1.284,0.435,0.236,1.897,1.62,0.277,21.6,12.686,0.026,-0.083,1.509,0.3723,Vertiente,Sin asentamientos,No,Central,4,37,5.431,1.571,2.545,1.950,1.305,1.355,1.24,4.636,0.675,0.927,0.725,1.183,4.098,0.339,1.159,29.839,4.380,0.228,6.813,130.689,15.323,0.114,0.685,43.603,25.463,0.506,4.667,0.615,Batolito de Sonson,Ignea Plutonica,Rio Nare,Torrential
214,0.206,2.309,0.901,0.362,0.254,1.8,0.173,0.2,22.2,8.566,0.137,-0.227,1.045,0.1887,Aluvial,Sin asentamientos,No,Central,4,88,21.952,3.326,2.279,2.011,1.133,3.324,4.754,8.935,0.430,0.740,0.748,1.164,5.036,0.372,1.001,18.511,4.618,0.217,4.009,85.475,9.466,0.108,0.57,17.138,20.542,0.171,2.285,0.261,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
215,0.108,2.005,0.770,0.185,0.183,1.129,1.03,0.099,12.9,11.054,0.110,-0.189,1.283,0.0798,AluvioTorrencial,Sin asentamientos,No,Central,4,88,21.952,3.326,2.279,2.011,1.133,1.992,5.562,9.416,1.402,1.336,0.788,1.134,4.779,0.353,1.670,15.822,3.947,0.253,4.009,62.445,8.091,0.127,1.062,31.930,29.538,0.533,4.257,0.450,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
